,user_id,book_id,is_read,rating,is_reviewed
1173190,862315,28669,1,4,0
1173652,430557,37264,1,5,1
1173903,744012,317518,0,0,0
1174471,441724,1368,1,3,0
1174484,144662,163890,1,3,0
1174843,301609,1368,1,5,0
1174902,77231,426776,0,0,0
1175305,267324,38116,0,0,0
1175612,630804,1368,1,5,0
1175689,82653,34540,0,0,0
1176694,24889,1508,0,0,0
1176947,755910,1368,1,5,0
1177208,94188,485290,0,0,0
1178078,315505,249508,0,0,0
1178223,132319,1368,0,0,0
1178299,250107,1368,0,0,0
1178679,388399,19534,1,5,0
1178761,261868,16204,0,0,0
1178900,92743,111005,1,5,1
1179624,533697,423,1,5,0
1179973,292325,51923,1,4,1
1180076,207532,1368,1,5,0
1180501,256550,286123,1,1,1
1181058,47010,1368,0,0,0
1181104,438028,1508,1,4,0
1181425,69725,23012,1,5,0
1181696,63826,6600,0,0,0
1181708,180444,47766,1,0,1
1181785,19092,11219,0,0,0
1181902,395872,162186,0,0,0
1183042,71756,18600,1,5,0
1184713,193136,51107,0,0,0
1184856,37366,981950,1,3,0
1185746,297523,1508,0,0,0
1185917,222121,1368,1,4,0
1186482,577332,14067,1,4,0
1186640,298586,1368,0,0,0
1186996,51563,358145,0,0,0
1187496,168893,22307,0,0,0
1187528,383145,50621,0,0,0
1187934,261837,23012,1,5,0
1188168,29353,423,0,0,0
1188611,44974,621284,1,3,0
1188746,369820,18805,0,0,0
1188847,388394,184667,1,4,0
1189097,127763,36258,0,0,0
1189103,331346,157827,0,0,0
1189315,280524,427303,1,5,0
1189427,164636,995806,0,0,0
1189472,265126,1368,1,5,0
1191018,345598,23012,1,5,0
1191111,229263,423,1,4,0
1191423,363094,1368,0,0,0
1191663,88245,18805,1,4,0
1192491,357971,123287,0,0,0
1193757,123567,1368,1,5,0
1194578,45274,1368,0,0,0
1195745,307939,345890,0,0,0
1196441,357084,1368,0,0,0
1196560,500771,216987,0,0,0
1197415,341430,14067,0,0,0
1197713,229010,1368,0,0,0
1197727,857672,14067,0,0,0
1197731,262784,14067,0,0,0
1197806,211183,1367,1,4,0
1198354,34921,125691,0,0,0
1198886,123944,14063,1,5,0
1198993,146657,423,1,4,0
1199512,165733,39795,0,0,0
1199763,365615,1368,1,5,0
1199816,82100,14067,0,0,0
1200367,428113,159296,0,0,0
1200695,172153,494162,1,4,0
1200923,428354,423,1,4,0
1201687,437749,1508,1,4,1
1201710,361258,1368,0,0,0
1201733,86963,423,1,0,0
1202175,412817,416197,0,0,0
1202868,232697,19534,0,0,0
1202945,31339,18600,1,5,0
1203936,169298,1991877,0,0,0
1204236,137357,15719,1,4,0
1204632,32138,9920,1,2,0
1205208,280953,423,1,4,0
1206236,64274,163890,1,4,0
1206312,159476,36258,1,5,1
1206364,96615,1368,1,0,0
1206664,290912,36258,0,0,0
1208558,46358,1368,0,0,0
1208843,318702,1368,1,5,0
1208910,335322,22460,1,5,0
1208955,352571,1508,0,0,0
1209292,450182,486085,0,0,0
1209429,119956,1508,1,5,0
1209925,308092,1058807,0,0,0
1210047,374801,15719,1,4,1
1210075,171464,59854,0,0,0
1210625,54714,1183296,0,0,0
1210658,48031,17720,1,5,0
1210916,671346,1368,1,0,0
1211899,51453,49830,1,5,0
1212216,600169,14067,1,5,0
1213057,309578,51104,0,0,0
1213332,32978,111532,0,0,0
1214023,264440,51104,0,0,0
1214235,436235,1368,0,0,0
1215123,360888,1137175,0,0,0
1215130,418395,1368,1,3,0
1215454,139179,59854,0,0,0
1215899,18767,14067,1,0,0
1217220,211037,1368,0,0,0
1217674,108640,349474,1,0,0
1218029,340246,761973,1,4,0
1218200,193787,17720,0,0,0
1218212,183266,15943,1,5,0
1218407,216190,1508,0,0,0
1218554,267151,16204,1,4,0
1218711,427225,1368,1,4,0
1219131,400479,1368,1,5,0
1219292,88693,19534,1,4,0
1219555,167516,14063,0,0,0
1221367,94637,1609116,1,0,0
1222265,82432,14067,0,0,0
1222554,344431,36258,1,4,0
1223290,93235,36253,0,0,0
1223626,345087,22462,1,0,0
1223688,80841,358147,0,0,0
1226623,421705,423,1,3,0
1227333,287502,1508,0,0,0
1227418,96443,1368,1,5,1
1228586,187365,34540,0,0,0
1228634,158075,23055,1,4,0
1228728,306444,1609116,0,0,0
1229183,21978,51100,1,3,0
1229402,44361,423,1,5,0
1229838,475758,14067,0,0,0
1229909,283867,18805,1,5,0
1229933,303012,1368,0,0,0
1230066,196006,18805,0,0,0
1230889,807619,1368,1,5,0
1231109,412597,22462,1,2,0
1232425,321091,842531,0,0,0
1232445,103836,1368,0,0,0
1232986,185575,62399,0,0,0
1233684,120291,51107,0,0,0
1234046,69798,1367,0,0,0
1234531,477362,1508,0,0,0
1234912,301206,79727,1,3,0
1235032,122175,13892,0,0,0
1235800,812776,14067,1,1,0
1236104,432181,307630,1,4,0
1236251,246190,162186,1,5,0
1237556,240356,423,1,4,0
1237806,46056,1368,1,4,0
1238135,343578,423,1,5,0
1238239,207669,59854,0,0,0
1238531,2453,14812,0,0,0
1238658,219407,1508,0,0,0
1238928,178609,16204,1,4,0
1240405,339220,1368,1,0,0
1240767,147730,14812,1,4,1
1240788,362497,22460,0,0,0
1241893,354905,51107,1,5,1
1242624,250020,19054,0,0,0
1242934,272807,14067,1,3,1
1244426,644272,1368,0,0,0
1244439,127694,22460,1,4,0
1244628,107969,210784,1,0,0
1244871,652257,1508,0,0,0
1244913,36484,19534,1,4,0
1245222,178621,1368,1,5,0
1245515,302295,839002,0,0,0
1245626,622114,59980,0,0,0
1245656,152326,423,1,3,0
1245886,177731,79589,1,4,1
1246285,32988,5894,1,3,0
1246527,129937,137153,1,4,0
1246831,103764,14067,1,3,0
1247475,380537,423,0,0,0
1248388,317782,39798,0,0,0
1248399,39591,603967,0,0,0
1249397,32477,405231,0,0,0
1250130,116242,1368,0,0,0
1250192,394574,19534,0,0,0
1250743,275162,403648,0,0,0
1251002,406479,1367,0,0,0
1251426,308697,3075,1,0,0
1251483,129270,24711,0,0,0
1251742,325348,14063,1,5,0
1253429,150844,17125,0,0,0
1253539,170655,1368,1,2,0
1253696,453212,1368,0,0,0
1253816,325510,15677,1,4,0
1254708,358293,1508,1,5,0
1255001,176035,51607,1,5,0
1255039,183320,159296,1,3,0
1255708,355096,1368,1,0,0
1256814,413240,423,1,3,0
1257015,36093,34540,0,0,0
1257639,305014,22208,0,0,0
1258923,105816,59854,1,4,0
1259202,117012,1508,1,5,1
1259242,377852,423,1,4,0
1259557,308832,68512,0,0,0
1260220,192507,36258,0,0,0
1260876,51348,845610,1,4,0
1261144,195694,65836,1,5,0
1261527,85211,1508,1,5,0
1261817,777310,14067,1,5,0
1261901,268434,18600,0,0,0
1262278,784025,14812,1,5,1
1262775,366266,36258,0,0,0
1263657,426538,307630,1,3,0
1263696,349141,678824,1,3,0
1263834,147511,423,0,0,0
1264125,74250,1368,1,5,0
1264381,413562,560868,1,2,0
1265343,371775,1368,0,0,0
1265967,362618,59854,1,3,0
1266049,400420,1508,0,0,0
1266789,125052,100284,0,0,0
1268327,249034,423,1,5,0
1268680,241993,36258,1,5,1
1268780,242832,51104,0,0,0
1270014,270975,100284,0,0,0
1270863,13296,423,1,4,0
1271139,359207,441408,1,4,0
1271333,377302,14067,0,0,0
1271810,306854,51600,1,0,0
1272556,206901,1368,0,0,0
1274113,11384,1368,1,4,1
1275095,853330,21293,1,5,1
1275470,311298,1368,1,5,0
1276004,417547,14067,0,0,0
1277040,382858,18805,0,0,0
1278004,442392,423,1,1,0
1278281,320177,14812,0,0,0
1278311,208960,1368,0,0,0
1278460,124201,14812,1,4,0
1278958,349231,680202,0,0,0
1279227,421370,1368,0,0,0
1279900,345177,59854,1,4,0
1280639,105862,423,0,0,0
1281512,385710,22208,0,0,0
1281561,77904,290022,1,4,1
1281910,201314,908558,0,0,0
1283062,120893,34732,1,0,0
1283404,382903,1368,0,0,0
1283715,218097,162186,0,0,0
1285877,850187,79029,1,0,0
1286734,436859,1367,0,0,0
1286948,841748,13892,0,0,0
1287673,763547,14067,1,5,0
1288572,165865,18600,0,0,0
1288595,248070,584261,1,4,1
1288899,74746,19054,1,5,0
1289602,198698,423,1,3,0
1289721,25169,105077,1,5,0
1291017,2563,1368,1,3,0
1291748,468570,423,1,4,0
1291774,232291,34540,0,0,0
1292286,764635,74534,1,4,0
1293183,94699,423,1,2,0
1293510,414360,16204,1,5,0
1294260,284398,1129858,0,0,0
1294956,79929,16204,1,5,0
1295156,53132,1479309,0,0,0
1295696,338544,1368,0,0,0
1295897,252201,51104,0,0,0
1296531,313830,301036,1,5,0
1296955,449357,113671,0,0,0
1297316,363230,1368,0,0,0
1299229,260796,11219,0,0,0
1300562,91050,1508,1,5,0
1300647,428695,375118,1,0,0
1300791,437405,36258,0,0,0
1302492,335349,59854,0,0,0
1302937,322453,1368,1,3,1
1303427,151920,1368,0,0,0
1303932,389515,14067,0,0,0
1304966,13400,1508,1,4,1
1305129,168376,1368,0,0,0
1305354,413053,51104,0,0,0
1305775,417071,236699,0,0,0
1305778,98651,1508,1,4,1
1306221,331680,4422,0,0,0
1309362,398447,14063,0,0,0
1310073,598650,14067,0,0,0
1310646,49570,1368,0,0,0
1310807,212544,150987,0,0,0
1311059,229023,212328,1,5,0
1312043,62156,15943,0,0,0
1312052,347347,14063,1,4,0
1312751,95789,1368,0,0,0
1312985,344649,159296,0,0,0
1313932,113693,1368,0,0,0
1314432,361173,1368,1,5,0
1314474,227077,14067,1,3,0
1314713,191128,1368,0,0,0
1315479,435744,118173,0,0,0
1315482,2604,14067,1,3,0
1315840,507618,1368,1,1,1
1316537,43779,34540,1,4,0
1316640,285347,34543,1,5,0
1318101,473651,144204,1,0,0
1318538,86324,14067,0,0,0
1318680,303294,115998,0,0,0
1319007,423468,18805,1,5,0
1319111,352225,48002,1,1,1
1319152,276074,105077,0,0,0
1319247,421853,20059,0,0,0
1320060,263750,1508,0,0,0
1320626,364566,14812,1,4,0
1320980,275251,18805,1,0,0
1321488,245026,14067,0,0,0
1321617,162651,18805,1,4,0
1321732,868262,19534,0,0,0
1323133,81912,1508,0,0,0
1323840,245263,1368,1,2,1
1323937,112378,51600,1,4,0
1325046,355860,212326,1,4,1
1325700,43374,1368,0,0,0
1325840,758103,691653,1,5,1
1326495,21778,14067,1,4,0
1326518,52904,79589,0,0,0
1327411,120289,76748,0,0,0
1327521,188798,51600,1,4,0
1327804,367611,1508,1,5,1
1327989,150991,423,1,3,0
1328886,306729,51104,0,0,0
1329158,325432,74534,1,5,0
1329286,366889,79727,1,4,0
1329357,681208,1368,0,0,0
1329436,175961,19534,1,4,0
1329490,141085,22307,0,0,0
1330627,341240,14063,1,3,0
1330999,575434,14067,1,5,0
1331002,228181,17720,0,0,0
1331077,279546,1368,0,0,0
1331789,99635,19534,1,4,0
1331912,326126,59854,1,0,0
1333269,735251,1368,1,5,0
1333798,339882,18805,0,0,0
1334200,122420,423,1,3,0
1334672,266350,435067,1,3,1
1336139,133781,36258,0,0,0
1336370,441729,1508,1,5,0
1336509,153478,95670,0,0,0
1336985,292996,36258,0,0,0
1337314,641226,14063,1,5,0
1337885,195260,19534,1,3,0
1337996,207700,1508,1,5,0
1338157,157256,49254,1,3,0
1338293,100194,1508,1,3,0
1338409,393276,1368,1,4,0
1338945,153565,47620,1,4,1
1339634,423916,36253,0,0,0
1339750,132052,36253,1,4,0
1340285,114757,79727,1,5,0
1341049,245031,971692,1,4,0
1341691,127076,51600,0,0,0
1342789,267910,236699,0,0,0
1342984,209777,198361,0,0,0
1344265,17795,59854,0,0,0
1344324,369349,1508,0,0,0
1344512,346119,59854,1,5,0
1344758,42901,8509,1,2,1
1345463,24607,1368,1,0,0
1346465,83470,47620,0,0,0
1347165,416311,14067,0,0,0
1347179,852098,47620,1,5,0
1348214,584075,14067,1,5,0
1349215,170123,289243,0,0,0
1349549,230396,17125,1,3,0
1349631,176994,14812,1,5,0
1349769,439054,702187,1,2,0
1349786,2677,14812,1,4,0
1350202,322036,168018,0,0,0
1350733,206623,70603,1,2,0
1351153,14408,95670,0,0,0
1351438,232018,423,1,4,0
1351652,265860,14067,0,0,0
1352183,100225,15943,0,0,0
1353233,872213,423,1,4,1
1353555,21410,1508,1,4,0
1353573,214851,14812,1,4,0
1353924,324368,28669,1,5,0
1354296,123388,1368,1,5,1
1354517,284365,623490,0,0,0
1354619,11703,14063,0,0,0
1354869,54352,1368,1,4,0
1355693,874867,6600,1,0,0
1355815,284443,23055,0,0,0
1356289,281565,48002,0,0,0
1356471,159442,1368,1,0,0
1356654,50239,2404,1,4,0
1356896,145470,16204,0,0,0
1358134,13351,1368,0,0,0
1358758,217516,1368,0,0,0
1359021,207316,423,0,0,0
1359282,2700,62399,1,0,0
1361215,222005,1508,1,0,0
1361315,438272,1368,1,0,0
1361384,439787,16204,0,0,0
1362869,106025,1055962,1,2,0
1363955,356786,1368,0,0,0
1364667,376443,16204,1,5,1
1365096,175255,212328,1,4,0
1365450,26021,18805,0,0,0
1366077,291929,17720,1,5,0
1366246,374702,959726,0,0,0
1366640,376962,157824,0,0,0
1366882,425001,106175,1,5,0
1367603,25210,16204,0,0,0
1368155,269620,1508,0,0,0
1368200,399613,590022,1,0,0
1368457,277452,1368,0,0,0
1369394,503808,14067,0,0,0
1369693,225447,1368,1,5,0
1369853,251857,290513,0,0,0
1370856,364459,51600,0,0,0
1371052,140645,16204,1,5,0
1371157,17374,16204,0,0,0
1371745,318033,59854,1,3,0
1371982,2717,64582,1,4,0
1371990,370589,37264,1,5,0
1372228,166148,14812,1,5,0
1372294,51400,1368,1,4,1
1372917,77450,95670,1,3,0
1372983,278074,36258,0,0,0
1373094,199040,1368,0,0,0
1373178,279276,1368,1,3,0
1373600,664950,14067,1,5,0
1374733,92989,1368,0,0,0
1375894,420108,1368,1,0,0
1376047,427229,22460,1,5,0
1376718,278725,1508,1,4,1
1377091,430198,1368,0,0,0
1377822,193414,22465,1,2,0
1377892,212880,1508,0,0,0
1378296,403487,47620,1,3,0
1378626,57637,1368,0,0,0
1378824,43493,1099660,0,0,0
1379001,76015,19534,1,4,0
1380334,11972,22465,0,0,0
1380369,206221,1368,0,0,0
1380381,425172,404020,0,0,0
1380700,11371,1368,1,4,0
1380820,147041,423,1,2,0
1380920,85499,1049606,0,0,0
1380941,181183,51104,0,0,0
1380955,418302,1508,1,3,0
1381526,354761,14067,1,3,0
1382491,212231,291884,0,0,0
1382577,350998,14812,1,3,0
1382691,330699,212326,0,0,0
1382835,126611,1368,0,0,0
1384182,548831,150749,1,5,0
1384261,11292,1368,0,0,0
1384466,389957,14067,1,0,0
1384585,419570,14067,1,5,0
1384840,83077,51600,0,0,0
1385414,262772,1368,1,5,0
1385928,154518,50621,0,0,0
1387184,327303,1368,1,5,1
1387656,38889,1368,0,0,0
1388100,219142,1368,1,5,0
1388540,430937,36253,0,0,0
1388577,128165,50621,1,2,0
1388621,835456,14067,1,3,0
1389083,10898,1368,1,5,0
1389240,659589,1368,0,0,0
1389969,219442,1508,1,5,0
1390752,304363,628047,0,0,0
1390876,148187,108014,1,5,0
1391039,186961,14063,1,5,0
1392301,239607,37264,0,0,0
1393843,353365,1368,1,0,0
1394535,130669,36258,1,4,0
1395111,722656,1368,1,5,0
1395835,392339,210784,1,4,0
1396102,209766,10530,0,0,0
1396320,151609,1368,0,0,0
1396576,2768,23055,1,5,0
1397090,52410,159296,1,4,0
1397136,256858,51100,0,0,0
1397143,680325,37264,0,0,0
1397637,241779,50621,0,0,0
1397805,248890,1368,0,0,0
1398658,371655,1508,1,0,0
1399079,344821,1368,0,0,0
1399884,86036,147842,1,5,0
1399924,56648,39307,1,4,0
1400082,2775,22462,1,4,0
1400597,41136,401991,1,5,0
1401467,70678,423,1,4,1
1402104,268219,1508,0,0,0
1402238,413099,1368,0,0,0
1402729,173737,14067,1,5,0
1402775,222481,1368,0,0,0
1403032,150693,562690,1,3,0
1403941,376258,1368,0,0,0
1403976,355055,123729,0,0,0
1404054,166369,23055,0,0,0
1404545,82938,1368,1,5,1
1404548,48381,59854,0,0,0
1404586,560866,14067,1,4,0
1404663,202835,50621,0,0,0
1405905,119595,34540,0,0,0
1405912,364799,1508,1,5,0
1406233,351456,14812,1,0,0
1406290,190795,34540,0,0,0
1406799,300659,14067,0,0,0
1407499,315148,18600,0,0,0
1408444,432939,59854,0,0,0
1408477,170178,50621,0,0,0
1408869,87549,423,1,3,0
1409402,205135,124553,0,0,0
1409475,281975,1120099,0,0,0
1409551,212535,23012,0,0,0
1409778,175467,1508,1,5,0
1410542,151679,14067,0,0,0
1410666,18761,47766,0,0,0
1410850,124989,1508,0,0,0
1411100,215160,36258,1,5,0
1411230,621997,423,1,5,0
1412038,177157,75644,0,0,0
1412831,266444,389707,0,0,0
1412857,92153,37264,1,5,1
1413286,656998,39795,0,0,0
1413372,43749,1368,1,4,0
1414332,252268,18805,0,0,0
1414451,263825,15719,1,3,1
1414556,364858,36258,0,0,0
1415394,348470,36258,1,3,0
1415714,2794,375893,0,0,0
1416150,471547,14063,1,4,0
1416390,25734,17720,1,4,0
1417483,274429,423,1,3,0
1417799,212868,1508,0,0,0
1418146,187975,14063,1,4,0
1419576,252646,423,0,0,0
1419583,785612,21293,1,4,0
1419635,362528,113671,0,0,0
1419885,111053,39307,0,0,0
1420221,18329,15943,0,0,0
1420229,116787,1368,1,4,0
1420689,329345,14067,0,0,0
1420763,356129,18805,1,5,0
1421593,105153,1368,0,0,0
1422054,124486,42527,0,0,0
1422125,275175,1368,1,3,0
1422229,323931,34540,1,5,0
1422486,303208,34540,0,0,0
1422678,131235,115064,1,5,0
1423057,454377,14067,1,0,0
1423304,30836,1368,1,4,0
1423323,108226,47620,0,0,0
1423632,276968,1508,1,5,0
1423653,196692,278060,1,3,0
1423718,213220,1368,0,0,0
1424030,2812,28669,1,4,0
1424579,92393,64582,0,0,0
1424939,23812,1367,0,0,0
1425453,122175,28669,0,0,0
1426465,293996,401991,1,3,0
1427139,166609,1368,0,0,0
1427935,210339,75579,0,0,0
1427941,318658,1368,0,0,0
1428194,43598,124551,1,5,1
1428428,298648,75648,1,2,1
1428521,424302,95670,0,0,0
1428641,316561,17720,1,4,1
1429437,824808,1368,1,0,0
1429976,831615,1368,0,0,0
1430000,431894,211484,0,0,0
1430230,59154,1508,1,5,0
1430313,138481,1368,1,4,0
1430340,257360,93569,0,0,0
1430688,260781,832338,1,0,0
1431520,311309,423,1,4,0
1432350,225050,1508,0,0,0
1432579,188132,23012,0,0,0
1432655,376449,19534,0,0,0
1433502,179494,1368,1,5,1
1433604,264218,22465,0,0,0
1433878,302601,19534,1,1,0
1433987,419905,17125,1,3,0
1434505,519864,1368,1,5,0
1434695,260189,51107,0,0,0
1434810,400859,71459,1,0,0
1435074,111016,321572,1,3,0
1435139,238359,18805,1,0,0
1436201,63801,1368,0,0,0
1436606,19846,47620,1,5,0
1436956,375587,15719,0,0,0
1438523,386711,16204,1,5,0
1439397,427172,1368,0,0,0
1439805,300688,1368,0,0,0
1440309,320226,33003,1,3,0
1440666,757959,14812,0,0,0
1441114,388981,50621,0,0,0
1442696,343432,51104,0,0,0
1442995,305096,1368,0,0,0
1443220,189634,2036250,0,0,0
1443536,358438,1368,0,0,0
1443629,296757,59854,1,4,0
1444006,23616,22462,1,0,0
1444046,153826,1508,1,3,0
1445719,143898,51607,1,5,0
1445958,435113,296750,1,5,1
1446622,71809,423,0,0,0
1446857,209676,1508,1,4,0
1447070,90511,21293,1,3,0
1448144,102045,1368,0,0,0
1449148,46781,18600,0,0,0
1449404,362362,14067,1,4,0
1450886,2858,22208,0,0,0
1452682,851818,14812,1,4,0
1452723,406393,223349,0,0,0
1453729,369897,51100,0,0,0
1454526,80708,1368,1,4,0
1455084,248312,19534,0,0,0
1455343,403131,1368,1,4,0
1455511,358344,491554,0,0,0
1455600,406279,1368,1,5,0
1456298,359567,1368,1,2,0
1456623,76295,289243,0,0,0
1457046,551657,17720,1,4,0
1458127,21805,19534,1,4,0
1458247,121178,14067,1,4,0
1459409,2871,38116,0,0,0
1459541,235603,1368,0,0,0
1459672,367840,111007,0,0,0
1460050,400527,100287,0,0,0
1460431,216026,1368,1,4,0
1460723,241283,39307,1,4,0
1460942,150688,452819,0,0,0
1461225,376962,9924,0,0,0
1461298,34803,1508,0,0,0
1461301,298234,1368,1,4,0
1461482,100217,37264,0,0,0
1461647,394555,17125,1,3,0
1463178,461254,1368,1,5,0
1463413,178326,314683,1,1,0
1464234,334130,14063,1,3,0
1464642,396034,1508,1,4,0
1464945,325936,429975,1,5,1
1465337,165521,1094011,0,0,0
1466417,330948,1368,0,0,0
1466560,339399,51107,1,3,1
1467017,352406,1368,0,0,0
1467137,230501,1368,0,0,0
1467931,71480,14067,0,0,0
1468204,146660,1368,0,0,0
1468799,682414,36258,1,4,1
1468967,398096,1368,1,5,0
1469234,189890,105077,0,0,0
1469290,186914,423,0,0,0
1469979,118478,1368,1,5,0
1470029,91636,47620,1,0,0
1471141,276315,36258,0,0,0
1471748,210357,1508,0,0,0
1472033,445813,412902,1,5,0
1472091,243797,1368,1,5,1
1472312,396319,1508,0,0,0
1473157,156104,423,0,0,0
1474034,15010,39307,1,4,0
1474266,337528,51107,0,0,0
1474351,596317,14812,0,0,0
1475501,396730,1508,1,5,0
1477769,55321,27342,0,0,0
1477804,381799,1368,0,0,0
1477885,383384,22307,0,0,0
1478424,26662,17720,0,0,0
1480553,76621,19534,0,0,0
1480723,79099,1508,0,0,0
1480912,186100,39795,1,5,1
1481053,271710,19534,0,0,0
1482104,148293,49254,1,4,1
1482200,508035,14067,1,2,0
1482572,334279,51600,1,5,0
1482844,66809,1508,1,4,0
1485214,511823,1368,1,5,0
1485293,90418,15943,1,3,0
1486526,25590,14067,1,4,0
1486932,135994,1368,0,0,0
1487118,321921,1368,1,5,1
1487667,88076,14812,1,4,0
1487819,24020,95670,1,5,1
1488128,43255,51607,0,0,0
1488677,403421,1368,0,0,0
1488689,51013,204015,1,4,0
1489058,127973,18600,0,0,0
1489381,411593,14067,1,4,0
1489507,144201,493574,1,4,0
1490146,257407,39307,1,3,0
1490457,422307,1508,0,0,0
1491448,645877,1368,0,0,0
1492322,176658,22208,0,0,0
1492996,2961,14067,0,0,0
1493949,14116,15719,1,3,0
1494118,773594,399062,1,5,0
1495083,191400,16204,1,4,0
1495744,120746,39798,0,0,0
1496238,11071,17125,0,0,0
1497301,280807,22465,0,0,0
1498340,251350,1368,0,0,0
1498872,116441,1368,0,0,0
1498947,136918,36258,0,0,0
1499154,189683,14067,1,5,0
1499552,67900,423,1,4,0
1499917,215095,183708,0,0,0
1500427,799345,1007332,0,0,0
1500461,179083,1368,0,0,0
1500635,251684,1368,1,5,1
1500915,72443,1508,0,0,0
1501003,432685,21293,0,0,0
1501012,394321,427303,0,0,0
1501956,337845,1508,1,5,0
1502869,261121,14067,0,0,0
1503382,253197,325451,0,0,0
1504597,340842,621284,1,2,0
1504825,294706,332270,1,5,1
1504929,405455,1368,1,2,0
1505463,269083,238940,0,0,0
1505688,341965,14067,1,3,0
1506551,120961,423,1,3,0
1506736,288409,1508,1,4,0
1506974,710960,29395,1,5,0
1507669,149999,1368,0,0,0
1507904,474893,14067,1,0,0
1507922,138329,1508,1,3,0
1507998,199694,75644,0,0,0
1508088,128935,34540,0,0,0
1508472,557777,1368,0,0,0
1509047,3001,18805,0,0,0
1509089,294047,150987,0,0,0
1509128,77450,592258,1,3,0
1509500,590569,1368,0,0,0
1509756,236264,1368,0,0,0
1510280,219767,17720,1,5,0
1510310,718283,1508,0,0,0
1510443,217646,1508,1,4,0
1511719,294445,36253,0,0,0
1512124,736127,1368,1,5,0
1512312,162329,162186,1,5,0
1513136,370223,1403,0,0,0
1513524,93308,11219,1,5,0
1513554,66321,50621,0,0,0
1514197,394905,58930,0,0,0
1514417,137673,1368,0,0,0
1515421,397968,693512,0,0,0
1516112,81599,197269,1,0,0
1516475,280440,36258,0,0,0
1517377,240151,1508,1,4,0
1517557,235728,14067,1,4,0
1518848,188033,1508,1,3,1
1519516,232498,1368,0,0,0
1520789,132617,17125,1,3,0
1521082,692105,1368,0,0,0
1521272,436475,159296,1,5,0
1521644,406227,37264,0,0,0
1521935,224882,423,0,0,0
1522020,38669,39795,1,3,0
1523328,59864,1368,0,0,0
1523351,392428,70603,1,4,1
1523379,354435,1368,1,5,0
1525831,182209,24719,0,0,0
1526135,296610,346421,1,4,0
1527462,52122,47620,1,5,0
1528123,408245,1226371,1,1,0
1529997,441385,22465,1,3,0
1531008,175887,1368,0,0,0
1531213,277255,644256,1,5,0
1531678,75292,50621,0,0,0
1532655,219165,21293,1,4,0
1532844,425455,1508,1,3,0
1533447,174207,15719,0,0,0
1535278,61976,288848,1,4,1
1535324,726057,51104,1,4,0
1535359,364529,11219,1,4,0
1535420,57771,17720,1,4,0
1535457,842098,34540,1,0,0
1535965,435043,17720,1,5,0
1536104,257089,179171,0,0,0
1536570,62559,423,0,0,0
1537879,434514,640076,0,0,0
1538504,735060,18600,0,0,0
1539175,238050,51104,0,0,0
1539246,591490,14063,0,0,0
1540672,327622,1140807,1,3,1
1540776,225138,213914,1,3,0
1541049,385363,1368,1,2,0
1541093,354411,1368,0,0,0
1541486,224663,401991,0,0,0
1541570,184026,14063,0,0,0
1543716,304583,80316,1,4,0
1544015,198936,159296,0,0,0
1544167,569278,1368,1,5,0
1544208,232945,19534,1,5,0
1544854,224185,124553,1,4,0
1545143,390526,1368,1,4,0
1545293,49145,234721,0,0,0
1546632,155964,346421,0,0,0
1546968,652953,14067,1,4,0
1547235,414358,16204,1,4,0
1547498,324910,100287,1,5,0
1547591,188635,113671,1,3,0
1547821,97736,1368,0,0,0
1547923,206767,1368,1,0,0
1549081,127671,23055,0,0,0
1549412,109502,22462,1,4,0
1549802,130902,1508,0,0,0
1550619,419955,105716,1,5,0
1551024,230079,1368,1,4,0
1551026,131556,37264,0,0,0
1551282,27935,47620,0,0,0
1551382,467153,1368,0,0,0
1551647,36761,423,1,3,0
1552268,63953,1367,1,3,0
1552924,74338,223349,0,0,0
1552978,313615,23012,0,0,0
1552993,278203,19534,1,4,1
1553612,329899,561069,0,0,0
1553747,316351,1508,1,4,0
1553987,26205,14063,1,3,0
1555023,322070,22465,1,3,0
1555052,619610,18805,0,0,0
1555080,257092,937912,0,0,0
1556098,3080,34540,0,0,0
1556273,25375,493574,1,5,0
1556795,64747,111005,1,5,0
1557036,295796,1368,0,0,0
1557181,767520,1508,0,0,0
1557283,411967,19054,0,0,0
1558058,420889,38116,1,2,0
1558842,18056,51923,0,0,0
1558967,189529,39795,0,0,0
1559031,280532,1368,0,0,0
1559627,452909,423,1,4,0
1559853,334269,16204,0,0,0
1559954,35843,1508,1,4,1
1560105,355910,59854,0,0,0
1560173,358887,117811,0,0,0
1560515,291645,1368,0,0,0
1560596,262782,1368,1,4,0
1561481,329092,1368,0,0,0
1561719,61590,894862,0,0,0
1562322,296208,1368,1,2,0
1562489,381910,1024705,1,5,0
1563409,268146,1368,1,5,0
1563643,98334,64482,1,5,0
1563704,276519,1368,1,0,0
1564191,74766,1368,0,0,0
1564721,352451,1368,1,5,0
1565198,343401,19534,1,5,0
1566027,172420,14067,0,0,0
1566391,188586,19534,1,4,1
1566399,183457,169070,1,3,0
1566626,349471,1508,1,3,0
1566993,237638,51104,0,0,0
1567541,287647,1368,1,4,0
1567945,760852,1368,1,5,0
1568725,874301,18600,1,4,0
1569251,92589,44546,0,0,0
1571195,119206,115064,1,0,0
1571766,225293,14063,1,4,0
1571771,11756,1508,1,5,0
1572093,30506,83157,0,0,0
1572341,346133,36258,0,0,0
1572969,73395,423,1,4,0
1573423,3117,1368,1,4,0
1573482,279660,15943,1,4,0
1574098,410415,14067,0,0,0
